movie_id,index,title,year,description,genre,rating,users_rating,votes,languages,directors,actors,runtime
799483,107,The Secret 2: Mystery of Villa 666,2021,"Nina, Cherry, Wynne, and Bulan reunite at the Nina's family's villa. The next day Nina disappeared and left a mystery for the three friends.",Horror,13+,3.5,17,Indonesia,Bambang Drias,"['Dara The Virgin', 'Aliyah Faizah', 'Metta Permadi', 'Laura Theux']",71 min
803636,108,Bisikan Arwah Mantan,2021,"The making of the latest Kudeta Production's film is interrupted when one of the cast approaches Viki to get revenge on her sister ruin Viki's household with Angel. Since then, ghost terror has emerged.",Horror,17+,0,0,Indonesia,Hanny Mustofa,"['Vicky Prasetyo', 'Angel Lelga', 'McDanny', 'Varissa Camelia']",109 min
802229,109,Ayudia dan Jalan Pulangnya,2021,"Ayudia is a young girl (22 years old) raised by her aunt and uncle in Jakarta. Little did he know about his parents, only that his mother had died and his father had been irresponsible enough to leave ayudia since the age of 4. Through the phase of his journey, ayudia comes to her decision to draw closer to the religion she believes in.",Drama,13+,0,0,Indonesia,Rizqon Agustia Fahsa,"['Ameilia Pripalda', 'Mukhtar Kelana', 'Humaidi Abas']",88 min
800774,110,Titisan Setan 2,2021,"Rico was a famous tailor in his village. One night he met a mysterious woman who had ordered a dress made. After that night one by one of rico's friends disappeared and all he had left was his clothes with his blood on them, his body mysteriously gone!",Horror,17+,5.5,14,Indonesia,Agusti Tanjung,"['Jeff Smith', 'Steffi Zamora', 'Bryan Andrew', 'Maura Gabrielle']",81 min
666649,111,Tersanjung the Movie,2021,"Yura (Clara Bernadeth) faces the complicated love triangle between Oka (Kevin Ardilio) and Christian (Giorgino Abraham). The story of dreams, romance, and emotions raging together.","Drama, Romance",13+,6,223,Indonesia,Hanung Bramantyo,"['Clara Bernadeth', 'Giorgino Abraham', 'Kevin Ardilova', 'Nugie']",114 min
809863,112,Di Antara Mendung dan Kabutnya Kota Poso,2021,"Friendship of four young men, bobi, ali, tio and rahim who have a dream for a happy future. But a wish isn't as beautiful as reality, the officer who aspired to be a cop finally failed because he didn't pass the test. After failing to become a police officer, bobi became friends with a group of juvenile delinquents. He and his companions set out to destroy peace in the city of poso.",Action,17+,0,0,Indonesia,Nur Afni Eka Muslim,"['Nur Afni Eka Muslim', 'Geri Belanof', 'Dewa Wijaya', 'Candra Festival']",131 min
807858,113,Jangan Sendirian,2021,"4 characters take turns experiencing scary events when they are alone. The terror of these spirits that spread fear, panic, and hysteria just came unexpectedly","Horror, Mystery, Thriller",17+,5,10,Indonesia,X Jo,"['David John Schaap', 'Jasi Michelle', 'Agatha Valerie', 'Robby Sugara']",84 min
809500,114,Sampai Jadi Debu,2021,"Finding out that his mother has Alzheimer made Damar take the biggest decision of his life: to take care of his mother, and leave his lover, Laras.",Drama,13+,0,0,Indonesia,Eman Pradipta,"['Cut Mini Theo', 'Wafda Saifan', 'Yasamin Jasem', 'Eduwart Manalu', 'Ully Triani]",90 min
821656,115,Dear Imamku,2021,"Haris and Alysa, lovers who are also YouTubers, are successful by selling their romantic relationship content. Life suddenly changes when Haris almost loses his mother to a stroke.","Drama, Romance",13+,7.3,10,Indonesia,Dian W. Sasmita,"['Dul Jaelani', 'Tissa Biani', 'David Chalik', 'Cut Ashifa', 'Aida Nurmala']",105 min
821991,116,Tarian Lengger Maut,2021,"dr Jati, who just serves in Pagar Alas Village, turns out to be a cold-blooded killer who is obsessed with human hearts. He accidentally meets Sukma, a Lengger dancer. Sukma's dance makes his heart beating fast. At the same time, the situation in the village is tense because many residents are missing. They believe that the only thing that can stop the disaster is the Lengger dance ritual. As a prospective Lengger dancer, Sukma undergoes a ritual to get the Indang gift which is believed to protect the Lengger dancer.",Thriller,17+,4.9,52,Indonesia,Yongki Ongestu,"['Della Dartyan', 'Refal Hady', 'Alyssa Abidin']",108 min
809872,117,Villa Angker Lembang,2021,"Kemal is a successful young man. He and his wife, image plans to build a resort business on vacant land in the city of lembang. Kemal finally decided to buy the villas and intended to renovate. Kemal, image with her knight, and Nadine, they went to the resort for the weekend. Before long, kemal and his small family discovered that the villas were haunted. They are haunted by the horrible figure that brings them to the darkest side of the resort.",Horror,17+,0,0,Indonesia,Sameer Saikh,"['Ilyas Bachtiar', 'Dianna Dee Starlight', 'Toto Soegriwo', 'Fadhel Muhammad', 'Gracia Marcilia']",87 min
800380,118,Till Death Do Us Part,2021,"Vanesha had the chance to kill her boyfriend, Arya. Arya, however, did not recognize her and confess that they never had a relationship.","Drama, Action",13+,5.7,10,Indonesia,Anggy Umbara,"['Rizky Nazar', 'Syifa Hadju', 'Verdi Solaiman', 'Arief Didu', 'Andri Mashadi']",81 min
831968,119,Gas Kuy,2021,"Aaron, brama, Charles, and David were four friends of motorcycle lovers and freedom.","Drama, Action",13+,5.8,6,Indonesia,Derby Romero,"['Rangga Azof', 'Derby Romero', 'Rendy Herpy', 'Kevin Zufri', 'Nadira Adnan']",82 min
822547,120,Hari yang Dijanjikan,2021,A father struggles to pay off his debt on the day he promised. But conditions of the pandemic make him difficult to fulfill his promise to the debt collector and to his children.,Drama,13+,7.6,14,Indonesia,Fajar Bustomi,"['Vino G. Bastian', 'Agla Artalidia', 'Alfie Alfandy', 'Ence Bagus', 'Kemal Palev']i",68 min
811903,121,"Arumi, Night Is Blue",2021,"In the midst of chaos in her family and relationship with her boyfriend, Arumi realized that Juna, her colleague, was able to heal her sadness. They spent that blue night, which would define their future relationship.","Drama, Romance",13+,7.6,10,Indonesia,Je Yatmoko,"['Tania Ngesta', 'Adam Radja', 'Dian Pratama', 'Diky Wijaya', 'Vira Respaty']",84 min
650129,122,Ali dan Ratu Queens,2021,"After his father's passing, a teenager sets out for New York in search of his estranged mother and soon finds love and connection in unexpected places.","Comedy, Drama",13+,7,1500,Indonesia,Lucky Kuswandi,"['Iqbaal Ramadhan', 'Asri Welas', 'Nirina Zubir', 'Tika Panggabean', 'Happy Salma']",100 min
681774,123,Terima Kasih Emak Terima Kasih Abah,2021,"Mother struggles hard to treat Father who is old and suffering from glaucoma. Mother also still sells fried foods and crackers and sometimes becomes a maid: washing and ironing in the homes of rich people. She also continues to embrace his three daughters who are now adults and have their own lives. Euis becomes a widow with two children because her husband died. Euis works in a factory near her home as a laborer. While Cemara and her husband live well off but have not been blessed with children. As a result, psychologically there is a sense of fear of being divorced or her husband gets marry again. Agil the youngest changes girlfriend several times because the ideal man for her is Father.","Drama, Family",SU,9.1,7,Indonesia,Dedi Setiadi,"['Adi Kurdi', 'Novia Kolopaking', 'Ceria Hade', 'Anisa Fujianti', 'Pudji Lestari', 'Cut Ashifa']",115 min
857905,124,Balada Sepasang Kekasih Gila,2021,"Djarot is often put in an isolation room in a mental hospital, for being rude, even killing people who bully him. Meanwhile, Lastri was given a sentence in a prison for killing and mutilating the genitals of men who raped her. Both of them go through difficult times when they leave the two institutions, but they live easily and are full of laughter. They are forced to become homeless people who pick up bottles, eat from the garbage and sleep on the overhang of the road. Even Lastri has to live as a prostitute. An accidental meeting between Jarot and Lastri produces seeds of love.",Drama,17+,6.3,9,Indonesia,Angga Umbara,"['Sara Fajira', 'Denny Sumargo']",90 min
857907,125,Pesan di Balik Awan,2021,"Breaking up with kirana's (hanggini) boyfriend challenged fate to find her a mate by flying a message in a balloon. Two days later an email from a guy who received a balloon appeared: clouds (refal hady). At their meetings clouds candidly ask for a wedding date, according to the letter's content. Kirana asked for three dates before deciding to marry. The clouds pass on all the dates that befit kirana, instead, they ask for a fourth date: the kirana is introduced to her child, the moon. From that boy kirana to know that the clouds lost his wife to illness. Kirana realizes that clouds are forced to go through all this for months. Kirana wobbles.",Drama,13+,6.9,8,Indonesia,Dyan Sunu Prastowo,"['Hanggini Purinda Retto', 'Refal Hady', 'Girinda Kara']",73 min
800377,126,Devil on Top,2021,"Having a boss like Sarah makes Angga and his co-workers, Richard, Boni, and Rudi, feel like they are working under the supervision of a demon in hell.","Comedy, Romance",13+,5.4,178,Indonesia,Anggy Umbara,"['Angga Yunanda', 'Cinta Laura', 'Kenny Austin', 'Lolox', 'Joshua Suherman']",104 min
857169,127,Notebook,2021,"Tells a story about a love between rinses (Amanda rawles), a Muslim teacher, with a man named kaibe (dimas ara). Rintik was a Muslim teacher who had just moved from Jakarta to sumba. She was assigned to replace miss Teresa and teach children at Christian schools. However, the differences in beliefs that occurred resulted in polyemics between teachers and schoolteachers. They worry that the parents of the students will not approve of having their children taught with a Muslim teacher. On the other hand, an immature man knew that there was a woman who had just moved from Jakarta. The initialization attempt to approach the clover by bringing in various daily errands. Over time, there have been feelings of love for each other. However, their differences seemed to cause problems and prevent them from coming together. In the end, rintik decided to return to Jakarta without telling the bottom line. Will rinses and initiates be reunited?",Drama,13+,0,0,Indonesia,Karsono Hadi,"['Dimas Anggara', 'Amanda Rawles', 'Ira Wibowo', 'Tanta Ginting']",82 min
869808,128,The Watcher,2021,"Due to her recent injuries, Krishna was forced to make a home recovery. But thanks to binoculars from her friends, Krishna now noticed her beloved neighbor, the tiara. The situation quickly changed when she saw a group of people plotting a kidnapping against a tiara. Alarmed, Krishna tried to stop the plan before anything bad happened to the tiara","Drama, Comedy",13+,0,0,Indonesia,Anggy Umbara,"['Angga Aldi Yunanda', 'Caitlin Halderman', 'Teuku Ryzki', 'Yudha Keling']",89 min
672440,129,Serigala Langit,2021,"Gadhing Baskara is a new combat pilot in the Sky Wolf Squadron. Because so far he is always the best in taking flight academies and schools, he feels he would easily become the best in the Sky Wolf Squadron. This excessive self-confidence makes him arrogant so that senior pilots do not like him. He keeps a serious problem in himself. He hasn't spoken to his father for a long time. In the Sky Wolf Squadron, Gadhing admires Tami, a Hercules pilot. The Sky Wolf Squadron under the command of the First Marshal Erik is assigned a mission to escort and deliver Helen from International Human Care to look for facts about alleged violations of humanitarian crimes in a country called the Kabubed Republic. Five months in the Sky Squadron Gadhing passes through a worse period. His father he hates died, then Haris, a senior pilot in the Sky Wolf Squadron suffering oxygen poisoning because of his carelessness, and he fights with Sam, a fellow pilot in the Squadron. He is suspended from Sky Wolf Squadron.","Action, Drama",13+,7.7,39,Indonesia,Reka Wijaya,"['Deva Mahenra', 'Yoshi Sudarso', 'Bunga Jelitha', 'Anya Geraldine']",100 min
881598,130,Eyang Putri,2021,"The strange tragedy that occurred at Eyang (grandmother) Sri's house, which harmed the maid's and nurse's children, made her now live alone. Gendis, her grandchild, together with her husband and stepdaughter decide to live with Eyang and take care of her. The oddities and changes that occur to Eyang are more frequent and make Gendis even more afraid. Every night her behavior changes, sometimes laughing like a child, talking like grandpa, and often hurting herself which is considered by Reza, Gendis' husband, as a psychological disorder due to sadness after the death of her husband. But what Gendis finds is an occult terror beyond reason that threatens the lives of Gendis, his stepdaughter, and Eyang herself.",Horror,13+,6.1,17,Indonesia,Bobby Prasetyo,"['Marini Soerjosoemarno', 'Sheila Dara Aisha', 'Miller Khan', 'Shaquilla Nugraha'] ",88 min
874753,131,Aku Lupa Aku Luka,2021,"Surviving the assassination attempt that caused her to lose her memory, Laura tried to identify herself and got even more stuck in her dark case.","Horror, Thriller",13+,5.8,9,Indonesia,Dyan Sunu Prastowo,"['Salshabilla Adriani', 'Junior Roberts', 'Dewa Dayana', 'Jerome Kurnia'] ",60 min
890624,132,One Night Stand,2021,A brief meeting of a brave woman named Lea and a man named Ara turns out to bring happiness as well as pain in it.,Romance,17+,7.6,8,Indonesia,Adriyanto Dewo,"['Jourdy Pranata', 'Putri Marino', 'Elang El Gibran', 'Agnes Naomi']",80 min
572468,133,Perempuan Tanah Jahanam,2019,"Maya with her best friend, Dini, tries to survive in a city without a family. She realized that she might inherit a property from her rich family. Maya returns to the village with Dini and unaware of the danger was waiting for her.",Drama,17+,6.9,1877,Indonesian,Joko Anwar,"['Tara Basro', 'Ario Bayu', 'Marissa Anita', 'Christine Hakim', 'Asmara Abigail', 'Kiki Narendra', 'Zidni Hakim', 'Faradina Mufti', 'Abdurrahman Arif', 'Muhammad Abe Baasyin', 'Mursiyanto', 'Ahmad Ramadhan', 'Aura Agna', 'Sindris Ogiska G.', 'Devona Queeny']",106 min
611052,134,Iqro: My Universe,2019,"Aqilla has aspirations to become an astronaut, Her grandfather, an astronomer, is a place where Aqilla learned a lot and asked questions. Aqilla's hobbies in outer space make her compete ...",Drama,SU,6.6,8,Indonesian,Iqbal Alfajri,"['Aisha Nurra Datau', 'Cok Simbara', 'Raihan Khan', 'Maudy Koesnaedi', 'Mike Lucock', 'Adhitya Putri', 'Elliz Christine', 'Ben Kasyafani', 'Mario Irwinsyah', 'Adityawarman', 'Azra Mayraina', 'Aprilya Azzahra', 'Astri Ivo', 'Meriam Bellina', 'Pratiwi Sudarmono']",101 min
611739,135,Jeritan Malam,2019,"Reza and his three friends tried to explore the history of the dorm they lived. But unfortunately, Reza does a ritual that should not have been done.",Horror,17+,6.5,35,Indonesian,Rocky Soraya,"['Herjunot Ali', 'Cinta Laura Kiehl', 'Winky Wiryawan', 'Indra Brasco', 'Siva Aprilia', 'Fuad Idris', 'Roy Marten', ""D'Ratu"", 'Otig Pakis', 'Uno Eko', 'Abah Yongki', 'Lukman Syah', 'Ali Mario', 'Goetheng Iku Ahkin', 'Iwan Gardiawan']",119 min
665385,136,Kajeng Kliwon,2019,"AGNI, a doctor and native Balinese prepares her wedding reception with her fiance, NICO. A beheading case is linked to a supernatural disturbance has befallen the troubled couple. A tale of love, jealousy and a mythical Bali Legend.",Horror,17+,4.5,6,Indonesian,Bambang Drias,"['Amanda Manoppo', 'Christ Laurent', 'Atikah Suhaime', 'Vincent Andrianto', 'Indah Kalalo', 'Mutia Datau', 'Cathrine Wilson', 'Egy Fedly', 'Wedananda Mahawira Ciptawan', 'Deva Wisesa Ciptawan', 'Anastasia Mikayla Aspari', 'Gangga Swasty Triandini', 'Nabilla Octarieza Putry A.', 'Ida Pinandita', 'Agung Bagus Peliatan']",76 min
620565,137,Kapal Goyang Kapten,2019,"Three amateur hijackers hijacked a tourist ship that sailed in the Maluku Sea. Because of their stupidity, they instead sank the ship and they were all stranded on an empty island. The ship hostages then turned berserk to the hijackers.",Comedy,13+,6.6,23,Indonesian,Raymond Handaya,"['Yuki Kato', 'Ge Pamungkas', 'Babe Cabita', 'Muhadkly Acho', 'Mamat Alkatiri', 'Arief Didu', 'Asri Welas', 'Romaria Simbolon', 'Ananta Rispo', 'Andi Anissa Lasyah', 'Ryma Karimah', 'Roy Marten', 'Yusril Fahriza', 'Mathias Muchus', 'Naomi Papilaya']",110 min
634811,138,Kelam,2019,"After the heart donors, Sasha comes home and somethings happened. Nina assumed that it's because the heart donor he had from Tiara and she haunting the house. Nina, have to fight and save Sasha from the terror of that child ghost.",Horror,13+,4.5,6,Indonesian,Erwin Arnada,"['Aura Kasih', 'Amanda Manoppo', 'Giselle Tambunan', 'Evan Sanders', 'Rina Hasyim', 'Ade Firman Hakim', 'Aisyah K.L.']",75 min
620570,139,Kembalinya Anak Iblis,2019,"Rama, Garin, Farel, Quincy and Celsi survive from the spirit terror at the Ayunan Island resort which harbored a terrible history of the slaughter of a family and resort employees. Rama is ...",Horror,17+,5,10,Indonesian,Rudy Soedjarwo,"['Al Ghazali', 'Mikha Tambayong', 'Valerie Thomas', 'Achmad Megantara', 'Atta Halilintar', 'Endy Arfian', 'Stefhani Zamora Husen', 'Marsha Aruan', 'Nurul Mukharomah', 'Jeremy Thomas', 'Fauzi Baadila', 'Tia Ivanka', 'Khadijah Banderas', 'Wani Siregar', 'Juna Rorimpandey']",84 min
613675,140,Koboy Kampus,2019,"During college in the 90s, Pidi and his friends, Ninu, Deni, Erwin, and Dikdik founded a country of their own called ""The United State of the Republic of The Panasdalam"". The problems of college and love stories they experienced.",Comedy,13+,5.8,19,Indonesian,Pidi Baiq,"['Jason Ranti', 'Ricky Harun', 'David Jhon', 'Miqdad Addausy', 'Bisma Karisma', 'Stefhani Zamora Husen', 'Danilla Riyadi', 'Ratu Vienny Fitrilya', 'Christina Colondam', 'Jennifer Lepas', 'Anfa Safitri', 'Chicha Koeswoyo', 'Ria Irawan', 'Arjan Onderdenwijngaard']",92 min
605051,141,Koki-Koki Cilik 2,2019,"Cooking Camp is opened again. The little chefs who come to the camp are surprised that the camp was closed. The problems are Chef Grant's credibility is doubted as a teacher at the camp, and the landowner wants to sell the camp's land.",Drama,SU,6.8,9,Indonesian,Viva Westi,"['Ringgo Agus Rahman', 'M. Adhiyat', 'Faras Fatik', 'Alif Lubis', 'Clarice Cutie', 'Ali Fikry', 'Romaria Simbolon', 'Marcello', 'Christian Sugiono', 'Kimberly Ryder', 'Yayu A.W. Unru', 'Jilli Lavenia', 'Sandrinna Michelle', 'Dewi Rezer', 'Keinaya Meissi Gusti']",91 min
586983,142,Kuambil Lagi Hatiku,2019,"Agra City, India, will be the witness to the marriage of Sinta and Vikash, which are just counting the days. But Sinta is shocked by her mother, Widhi Malthora, who suddenly disappears. ...",Drama,13+,8.4,5,Indonesian,Azhar Kinoi Lubis,"['Lala Karmela', 'Cut Mini Theo', 'Sahil Shah', 'Ria Irawan', 'Dian Sidik', 'Dimas Aditya', 'Ence Bagus', 'T.M. Tarsan', 'Yati Pesek', 'Marwoto', 'Keinaya Meissi Gusti', 'Giras Basuwondo', 'Eduard Soritua Manalu', 'Kedung Darma R', 'Kukuh Abadi Leksono']",123 min
599809,143,Kuntilanak 2,2019,"Dinda who escapes the Kuntilanak (female vampire ghost) terror, without the agreement of Aunt Donna, intends to meet someone who is believed to be her biological mother, Karmila.",Horror,13+,4.8,73,Indonesian,Rizal Mantovani,"['Sandrinna Michelle', 'Andryan Bima', 'Ali Fikry', 'Adlu Fahrezi', 'Ciara Nadine Brosnan', 'Karina Suwandhi', 'Maxime Bouttier', 'Susan Sameh', 'Nena Rosier', 'T. Rifnu Wikana', 'Ayu Dyah Pasha', 'Otig Pakis']",100 min
611056,144,Kutuk,2019,"Maya has just worked in a nursing home. She often smells bad smell in his room. Outside the room she also hears strange noises every night. When she began to wonder, she is terrorized by ...",Horror,17+,6.4,18,Indonesian,Rudi Aryanto,"['Shandy Aulia', 'Alice Norin', 'Stuart Collin', 'Vitta Mariana Barrazza', 'Bryan McKenzie', 'Laxmi Darra', 'Erwin Bagindo', 'R. Ade Puspa', 'Nek Acih', 'Abah Yongki']",82 min
572092,145,Lagi-Lagi Ateng,2019,"The story of Ateng and his twin Agung who have been separated for a long time. Ateng and Iskak, his friend, go to Jakarta for the first time. Unexpectedly, Ateng meets Agung who has the ...",Comedy,SU,5.9,14,Indonesian,Monty Tiwa,"['Augie Fantinus', 'Soleh Solihun', 'Julie Estelle', 'Surya Saputra', 'Unique Priscilla', 'Cathrine Wilson', 'Rohana', 'Jerinx S.I.D.', 'Ozzol Ramdan', 'Poppy Sovia', 'Iang Darmawan', 'Ribut Mardiyanto']",108 min
611080,146,Lampor: Keranda Terbang,2019,"Edwin and Netta with their two children, Adam and Sekar going to Netta's hometown at Temanggung. Netta were suspected as the cause of Lampor terror at her hometown, a demon who bring a flying casket.",Drama,13+,6.7,53,Indonesian,Guntur Soeharjanto,"['Adinia Wirasti', 'Dion Wiyoko', 'Nova Eliza', 'Rendra Bagus Pamungkas', 'Annisa Hertami', 'Dian Sidik', 'Unique Priscilla', 'Mathias Muchus', 'Stefhani Zamora Husen', 'Arnold Leonard', 'Landung Simatupang', 'Bimasena Prisai Susilo', 'Angelia Livie', 'Shofia Shireen', 'Djenar Maesa Ayu']",95 min
573110,147,Laundry Show,2019,A man chooses to resign from his office to set up a laundry business and has to deal with his employees who have various ridiculous personalities.,Comedy,13+,7.4,57,Indonesian,Rizki Balki,"['Boy William', 'Gisella Anastasia', 'Tissa Biani Azzahra', 'Erick Estrada', 'Gabriella Desta', 'Mamat Alkatiri', 'Marshel Widianto', 'Mbok Tun', 'Indra Jegel', 'Fajar Nugra', 'David Saragih']",97 min
666863,148,Leak (Penangkeb),2019,"Yessy, Sandra, Kayun, Edy, and Yunda want to prove the weirdness that happened in an old villa. The oddity is felt when the villa guard says that there is one room that is not rented, ...",Horror,17+,7.8,5,Indonesian,Mimi Jegon,"['Sandra', 'Yunda', 'Edy', 'Kayun', 'Ni Putu Astridayanti', 'Mangku Tedja Kandel', 'Hai Puja', 'Galuh Bilen', 'Gus Surya']",75 min
623676,149,Lorong,2019,"Waking up after giving birth, Mayang gets the news unlike what she expects from Reza, her husband: their first baby has died. Both of them are experiencing tremendous depression. Mayang can...",Horror,13+,5.4,14,Indonesian,Hestu Saputra,"['Winky Wiryawan', 'Prisia Nasution', 'Nova Eliza', 'T. Rifnu Wikana', 'Gesata Stella', 'Josephine Firmstone', 'David Santoso', 'Ade Firman Hakim']",93 min
616838,150,Love Is Blind,2019,"A tour guide in Busan, South Korea must face the reality of living without love, hope, and also without sight, after she was faint because of her relationship is broken. In depression, a man comes and always give optimism and enthusiasm.",Comedy,13+,6,125,Indonesian,Rachmania Arunita,"['Shandy Aulia', 'Dodit Mulyanto', 'Chae In-Woo', 'Gemilang Sinatrya', 'Rolando Octavio', 'Rachmania Arunita']",86 min
611060,151,Love for Sale 2,2019,"Tired of matchmaking by his mother, Ican brings a woman from a dating application and introduces her to Ros. Their family relations are warmed thanks to Arini and Ican starts to like her.",Drama,17+,7,372,Indonesian,Andibachtiar Yusuf,"['Della Dartyan', 'Adipati Dolken', 'Ratna Riantiarno', 'Ariyo Wahab', 'Bastian Steel', 'Putri Ayudya', 'Taskya Namya', 'Gading Marten', 'Egy Fedly', 'Yayu A.W. Unru', 'Abdurrahman Arif', 'Revaldo', 'Roy Marten', 'Rukman Rosadi', 'Dayu Wijanto']",92 min
591429,152,Lukisan Ratu Kidul,2019,"Dimas and Satria Soedibyo actually has many questions when their father died: their grandfather; Rusdi Soedibyo, is a famous painter in the 80s, the death of their mother who was never told...",Horror,17+,6.5,11,Indonesian,Ginanti Rona Tembang Sari,"['Teuku Zacky', 'Ussy Sulistiawaty', 'Wafda Saifan', 'Annisa Aurelia', 'Naomi Paulinda', 'Elsa Diandra', 'Egy Fedly', 'Fuad Idris', 'Wawan Wanisar', 'Fadika Royandi', 'Widian Nanto', 'Febryan Aditya', 'Kevin Zander']",90 min
611367,153,Mahasiswi Baru,2019,"At her old age, Lastri (Widyawati) is eager to go to college. She befriends with other students and they form a gang who often makes fuss on campus and causes chaos.",Comedy,13+,5.9,78,Indonesian,Monty Tiwa,"['Widyawati', 'Morgan Oey', 'Mikha Tambayong', 'Umay Shahab', 'Sonia Alyssa', 'Slamet Rahardjo', 'Karina Suwandhi', 'Iszur Muchtar', 'Ence Bagus']",96 min
613689,154,Makmum,2019,"While in the dormitory, the resident of the dormitory is terrorized by a supernatural creature. There is a kind of supernatural creature called ""Makmum"" (the follower) that follows them during prayer.",Horror,17+,4.3,127,Indonesian,Hadrah Daeng Ratu,"['Titi Kamal', 'Ali Syakieb', 'Tissa Biani Azzahra', 'Adilla Fitri', 'Bianca Hello', 'Jajang C. Noer', 'Reni Yuliana', 'Arief Didu', 'Misha Jeter']",95 min
584416,155,Mantan Manten,2019,"A wealthy woman is betrayed and all her wealth is gone. Her marriage plan is also in danger. But, she still has a villa as her only hope. To take the villa back, she had to become an assistant to a traditional bride shaman.",Drama,13+,7.1,121,Indonesian,Farishad I. Latjuba,"['Atiqah Hasiholan', 'Arifin Putra', 'Tutie Kirana', 'Tio Pakusadewo', 'Marthino Lio', 'Oxcerila Paryana', 'Dodit Mulyanto', 'Ria Irawan', 'Arswendi Nasution', 'Jenny Chang', 'Aimee Saras', 'Asri Welas', 'Ivanka Suwandi']",102 min
573106,156,Mata Batin 2,2019,"Alia is now working and living at an orphanage, where she meets a girl who also possesses inner eyes like her.",Drama,17+,5.5,385,Indonesian,Rocky Soraya,"['Jessica Mila', 'Nabilah Ratna Ayu Azalia', 'Sophia Latjuba', 'Jeremy Thomas', 'Bianca Hello', 'Citra Prima', 'Jelita Callebaut', 'Hadijah Shahab', 'Nicole Rossi', 'Yasmine Mahya', 'Davina Karamoy']",116 min
584131,157,MatiAnak,2019,"Since a new kid arrives at an orphanage, weird things started to happen.",Horror,17+,6.9,57,Indonesian,Derby Romero,"['Cinta Laura Kiehl', 'Jovarel Callum', 'Irsyadillah', 'Fatih Unru', 'Basmalah Gralind', 'Juliant Rafael', 'Gesata Stella', 'Yayu A.W. Unru', 'Elsa Diandra', 'Chico Radella', 'M. Rafli', 'Arswendi Nasution']",85 min
573501,158,Matt & Mou,2019,A seemingly platonic friendship gets tested when a high school teen wants her closest friend to endorse her new romance with a local musician.,Comedy,13+,7.5,49,Indonesian,Monty Tiwa,"['Prilly Latuconsina', 'Maxime Bouttier', 'Kevin Bzezovski', 'Raya Adena Syah', 'Irsyadillah', 'Marthino Lio', 'Josephine Firmstone', 'Kelsea Dressler', 'Joshua Suherman', 'Karina Suwandhi', 'Santana Sartana', 'Unique Priscilla', 'Dicky Wahyudi', 'Reni Yuliana', 'Cinta Brian']",96 min
646705,159,Mekah I'm Coming,2020,Eddy tries to prove to Eni's father that he's worth it to be Eni's husband by going hajj to Mecca. But something along the way makes the journey has its obstacles.,Comedy,13+,7.3,35,Indonesian,Jeihan Angga,"['Rizky Nazar', 'Michelle Ziudith', 'Jennifer Coppen', 'Ephy Pae', 'Ria Irawan', 'Totos Rasiti', 'Dwi Sasono', 'Rasyid Karim', 'Yusril Fahriza', 'Fanny Fadillah', 'Cici Tegal', 'Ananta Rispo', 'Yati Pesek', 'Eli Sugigi', 'Jidate Ahmad']",93 min
591441,160,MeloDylan,2019,"Melody moves to another school because of avoiding problems, moreover she has a bad past with David, her ex-lover. But in the new school, the problem re-emerges when Melody meets Dylan, a ...",Drama,13+,7,28,Indonesian,Fajar Nugros,"['Devano Danendra', 'Aisyah Aqilah', 'Angga Yunanda', 'Zoe Abbas Jackson', 'Yasmin Napper', 'Naomi Paulinda', 'Bryan Andrew', 'Indra Jegel', 'Alzi Markers', 'Naima Al Jufri', 'Pangeran Lantang', 'Jordy Rizkyanda', 'Roweina Umboh', 'Yeyen Lydia', 'Dominique Sanda']",92 min
609619,161,Mendadak Kaya,2019,"Ali Oncom is pursued by a debt collector. At the same time he is also under pressure from his girlfriend, Yuli, who wants to be married soon. Otoy is threatened to be divorced by his wife ...",Comedy,13+,6.1,22,Indonesian,Anggy Umbara,"['Fedi Nuril', 'Dwi Sasono', 'Pandji Pragiwaksono', 'Nirina Zubir', 'Jihane Almira', 'Ence Bagus', 'Opie Kumis', 'Muzakki Ramdhan', 'Rasyid Albuqhary', 'Sonni Mahmuda', 'Arief Didu', 'Lolox', 'Fico Fachriza', 'Bisma Karisma', 'Aden Bajaj']",92 min
584166,162,My Stupid Boss 2,2019,"Bossman and his employees goes to Vietnam to find new workers for his company, but instead of getting new workers they got a lot of new troubles.",Adventure,13+,6.6,305,Indonesian,Upi Avianto,"['Reza Rahadian', 'Bunga Citra Lestari', 'Kin Wah Chew', 'Atikah Suhaime', 'Iedil Dzuhrie Alaudin', 'Iskandar Zulkarnaen', 'Alex Abbad', 'Melissa Karim', 'Morgan Oey', 'Verdi Solaiman', 'Sahil Shah', 'Prakash Krisna', 'Indra Jegel', 'Awek Sitepu', 'Gregory Prabowo']",96 min
653051,163,Nightmare Side: Delusional,2019,"A young student that always following the Nightmare Side radio broadcast and always being her nightmare, as if its were real.",Horror,13+,5,5,Indonesian,Joel Fadly,"['Gege Elisa', 'Fay Nabila Rizka', 'Melissa Karim', 'Ajil Ditto', 'Elina Joerg', 'Mo Sidik', 'Bayu Oktara', 'Dimas Tri Adityo', 'Indi Arisa', 'Anyun Cadel', 'Elina', 'Reza Emir', 'Gita Puspita Garini', 'Guntur', 'Peter Harianja']",100 min
